RA - Decimal,Dec - Decimal,Mag V ,Red,Green,Blue,identifier             
260.4390343,53.42042957,5.677,1.0000,0.7750,0.5548,HD 157681                          
134.3966636,15.58128606,5.677,0.8668,0.8718,1.0000,* omi02 Cnc                        
68.53444873,5.568622347,5.678,0.6504,0.7215,1.0000,HD 28978                           
283.500367,-21.35984724,5.678,1.0000,0.8541,0.7277,* 33 Sgr                           
347.4339116,59.33268982,5.679,0.7004,0.7579,1.0000,* 2 Cas                            
8.099099706,6.955476464,5.679,0.5750,0.6642,1.0000,* 51 Psc                           
187.4301659,20.89610933,5.679,0.6703,0.7362,1.0000,* 20 Com                           
277.4830872,-47.22054225,5.679,1.0000,0.7992,0.6045,HD 170069                          
32.16907897,58.4236027,5.680,0.6324,0.7081,1.0000,HD 12953                           
247.9467848,45.59826302,5.680,0.6504,0.7215,1.0000,HD 149303                          
77.84529809,-11.8490895,5.680,0.8000,0.8000,0.8000,V* RX Lep                          
80.38268192,0.416488017,5.680,0.5229,0.6225,1.0000,HD 35007                           
101.3799527,-30.94897966,5.680,0.4701,0.5784,1.0000,HD 49131                           
354.0970208,2.102220209,5.680,0.8000,0.8000,0.8000,* 16 Psc                           
320.2085555,32.45221694,5.680,1.0000,0.8541,0.7277,HD 203358                          
144.2508648,-25.2967593,5.680,1.0000,0.8330,0.6787,HD 83332                           
271.7079772,-43.42475017,5.680,0.7652,0.8035,1.0000,CD-43 12272B                       
294.4471571,-4.647640883,5.680,0.8000,0.8000,0.8000,* 42 Aql                           
301.0964637,0.709309636,5.680,1.0000,0.7872,0.5797,* 62 Aql                           
259.7021946,28.82296577,5.680,1.0000,0.8330,0.6787,HD 156874                          
297.655528,40.59975825,5.680,0.4701,0.5784,1.0000,V* V380 Cyg                        
114.1830013,-48.83016601,5.680,0.5496,0.6441,1.0000,* y02 Pup                          
118.1239227,-54.36716383,5.680,0.4799,0.5868,1.0000,V* V372 Car                        
64.49696907,-80.21402981,5.680,1.0000,0.7992,0.6045,* del Men                          
352.2540847,-63.11065351,5.680,0.8000,0.8000,0.8000,V* CG Tuc                          
250.4176088,-49.65155279,5.680,0.4701,0.5784,1.0000,HD 150168                          
341.9282081,-14.0564283,5.681,0.5750,0.6642,1.0000,* tau01 Aqr                        
192.2258878,14.12258488,5.681,0.6324,0.7081,1.0000,* 29 Com                           
280.9649674,31.92661272,5.682,0.8823,0.8819,1.0000,HD 173417                          
131.5103148,-2.048653536,5.685,1.0000,0.8221,0.6541,HD 74794                           
24.94922141,-56.19331945,5.685,1.0000,0.7992,0.6045,* p Eri A                          
241.4825754,-72.40089985,5.685,1.0000,0.8221,0.6541,HD 143346                          
44.90076244,-25.27413481,5.686,0.8000,0.8000,0.8000,* zet For                          
277.984264,-43.50738123,5.686,1.0000,0.7992,0.6045,HD 170521                          
229.6021129,20.57276776,5.686,1.0000,0.8541,0.7277,HD 136138                          
316.5047334,-30.12512657,5.687,1.0000,0.8330,0.6787,* del Mic                          
200.4235208,2.087238637,5.687,0.6109,0.6919,1.0000,HD 116160                          
267.1031999,20.56544128,5.687,1.0000,0.8740,0.7760,HD 162076                          
285.3223201,26.29141012,5.687,0.5229,0.6225,1.0000,HD 176871                          
73.77843448,-16.74066615,5.688,1.0000,0.8541,0.7277,HD 31414                           
32.65665459,19.50033519,5.688,1.0000,0.6318,0.3112,* 15 Ari                           
320.9951102,24.27413371,5.688,0.8823,0.8819,1.0000,HD 203803                          
291.9504878,-54.32527317,5.688,1.0000,0.7750,0.5548,HD 182509                          
28.0390518,50.79279617,5.689,0.5750,0.6642,1.0000,* 2 Per                            
62.69901548,-8.819815974,5.689,1.0000,0.8221,0.6541,HD 26464                           
118.0786633,-14.84617811,5.689,0.8823,0.8819,1.0000,* 10 Pup                           
305.2980172,63.98011741,5.690,1.0000,0.7360,0.4803,HD 194298                          
105.3392454,70.80829759,5.690,1.0000,0.7750,0.5548,HD 50885                           
256.3342149,54.47063222,5.690,0.8000,0.8000,0.8000,* mu. Dra B                        
50.27834476,3.675621625,5.690,0.8000,0.8000,0.8000,* kap02 Cet                        
55.57894919,19.70025699,5.690,0.5370,0.6340,1.0000,* 13 Tau                           
83.3817917,18.54023072,5.690,0.4799,0.5868,1.0000,* 120 Tau                          
99.66473612,39.39085164,5.690,1.0000,0.7360,0.4803,* 51 Aur                           
105.0659301,16.07900049,5.690,1.0000,0.7872,0.5797,* 41 Gem                           
107.4292619,-25.23103229,5.690,0.4799,0.5868,1.0000,V* LZ CMa                          
18.70488352,0.973795337,5.690,0.8000,0.8000,0.8000,* 38 Cet                           
0.623757985,8.485463142,5.690,0.8823,0.8819,1.0000,* c Psc                            
204.2461756,24.61329505,5.690,1.0000,0.6318,0.3112,HD 118508                          
203.1495754,-28.6927687,5.690,0.6504,0.7215,1.0000,HD 117716                          
243.869313,18.80808826,5.690,1.0000,0.7872,0.5797,* 16 Her                           
91.53908976,-66.03961957,5.690,0.6109,0.6919,1.0000,* eta01 Dor                        
126.0828994,-80.91421514,5.690,1.0000,0.8541,0.7277,HD 72922                           
300.4941638,-13.6372164,5.690,0.6324,0.7081,1.0000,* 63 Sgr                           
60.442234,9.998012028,5.691,0.5229,0.6225,1.0000,HD 25330                           
357.6386864,-14.40149863,5.691,1.0000,0.7750,0.5548,HD 223559                          
71.26733761,-21.28338215,5.692,1.0000,0.7750,0.5548,HD 30238                           
222.3281031,-24.25146827,5.692,1.0000,0.7872,0.5797,HD 130529                          
25.44986748,-60.78933833,5.692,1.0000,0.7992,0.6045,HD 10615                           
11.93008797,-18.06133789,5.693,1.0000,0.7872,0.5797,HD 4585                            
127.8771646,24.0811089,5.694,0.8668,0.8718,1.0000,* ups01 Cnc                        
30.91393946,25.93547581,5.694,1.0000,0.9276,0.9168,* 10 Ari                           
208.4625589,53.72867573,5.695,0.6109,0.6919,1.0000,* 86 UMa                           
76.317481,-26.15239077,5.695,1.0000,0.7992,0.6045,HD 32890                           
99.09520179,-18.65992374,5.695,1.0000,0.8541,0.7277,* nu.01 CMa                        
325.8568849,38.28359007,5.695,0.6109,0.6919,1.0000,* 79 Cyg                           
323.7127188,-20.08426417,5.696,0.9937,0.9526,1.0000,* 37 Cap                           
92.64450143,-27.1543416,5.698,1.0000,0.8221,0.6541,HD 42621                           
25.51247401,-36.83230303,5.698,0.6109,0.6919,1.0000,HD 10538                           
167.2045396,24.65849212,5.698,0.6109,0.6919,1.0000,* 67 Leo                           
303.8490362,33.72908607,5.698,1.0000,0.8541,0.7277,HD 192787                          
133.7990919,-54.9657674,5.698,0.8000,0.8000,0.8000,HD 76653                           
0.269095109,-48.80987571,5.698,0.8000,0.8000,0.8000,* tau Phe                          
196.9095133,-53.45976074,5.698,0.5496,0.6441,1.0000,HD 113902                          
62.83450972,5.523052093,5.699,0.8000,0.8000,0.8000,* 45 Tau                           
114.1709829,-19.70234035,5.699,0.4799,0.5868,1.0000,V* PT Pup                          
275.8006774,-12.01475486,5.699,0.5229,0.6225,1.0000,HD 169033                          
276.9948903,6.194100604,5.699,0.5496,0.6441,1.0000,HD 170200                          
302.8952899,62.07854374,5.700,0.9937,0.9526,1.0000,* 68 Dra                           
26.4375,71.81,5.700,0.8000,0.8000,0.8000,Cl Collinder 463                   
338.0675931,76.22644102,5.700,0.6504,0.7215,1.0000,HD 214035                          
64.22314678,61.84999197,5.700,0.5370,0.6340,1.0000,HD 26670                           
186.8962632,55.71272219,5.700,1.0000,0.6480,0.3346,* 73 UMa                           
171.4879586,55.85045807,5.700,1.0000,0.8330,0.6787,HD 99283                           
80.92628562,0.159818164,5.700,0.4799,0.5868,1.0000,HD 35299                           
94.5,23.63333333,5.700,0.8000,0.8000,0.8000,C 0615+236                         
109.8674094,-16.39525018,5.700,0.8986,0.8925,1.0000,V* R CMa                           
114.0162213,-14.49277295,5.700,0.4799,0.5868,1.0000,HD 60855                           
357.3644758,1.076127786,5.700,0.6703,0.7362,1.0000,* 21 Psc                           
337.4913825,4.431693678,5.700,1.0000,0.9276,0.9168,* 37 Peg A                         
33.26376801,15.27986421,5.700,1.0000,0.6789,0.3823,* 19 Ari                           
331.3944778,28.96397738,5.700,0.5750,0.6642,1.0000,* 23 Peg                           
159.1349247,-12.23012223,5.700,1.0000,0.9276,0.9168,HD 91889                           
241.8175134,-36.75568826,5.700,0.8668,0.8718,1.0000,HD 144415                          
314.1972099,-26.29638039,5.700,0.8000,0.8000,0.8000,HD 199260                          
263.6770527,-32.58165679,5.700,0.8000,0.8000,0.8000,HD 159176                          
242.9084823,23.49480105,5.700,1.0000,0.6318,0.3112,* 10 Her                           
10.4433225,-56.50131537,5.700,0.6703,0.7362,1.0000,* ksi Phe                          
192.741158,-52.78742939,5.700,0.7260,0.7762,1.0000,HD 111588                          
184.3774,28.93718611,5.700,0.8000,0.8000,0.8000,HD 106887A                         
106.6698583,-11.29401667,5.700,0.8000,0.8000,0.8000,HD 53974A                          
346.723437,-38.89229097,5.700,0.8000,0.8000,0.8000,* ups Gru A                        
151.0872526,-24.28554095,5.701,0.8668,0.8718,1.0000,HD 87427                           
282.1579354,-65.07768051,5.701,0.8244,0.8437,1.0000,* tet Pav                          
292.3493515,-43.445204,5.701,0.7652,0.8035,1.0000,HD 183007                          
29.63961019,49.20435239,5.702,1.0000,0.8330,0.6787,* 3 Per                            
51.88925602,-35.68132575,5.702,1.0000,0.7992,0.6045,* chi02 For                        
108.6359201,12.11582401,5.702,0.8000,0.8000,0.8000,HD 55730                           
315.1153675,19.329577,5.702,1.0000,0.6318,0.3112,HD 200044                          
177.6136535,-62.64938134,5.702,0.6504,0.7215,1.0000,HD 102878                          
112.2145393,48.18394188,5.703,0.5750,0.6642,1.0000,HD 58661                           
328.5432187,-4.276179833,5.704,0.6504,0.7215,1.0000,HD 208111                          
58.596533,-40.35700635,5.705,1.0000,0.8541,0.7277,HD 24744                           
16.94253654,-9.785550502,5.705,0.9937,0.9526,1.0000,* 30 Cet                           
148.7134633,-50.24395898,5.705,0.6109,0.6919,1.0000,HD 86087                           
208.7046255,-67.65210153,5.705,1.0000,0.7992,0.6045,HD 120913                          
298.1571696,-54.97102961,5.705,1.0000,0.8541,0.7277,HD 187420                          
259.9046404,80.13639992,5.706,1.0000,0.7360,0.4803,HD 158996                          
90.2440096,47.90192166,5.706,0.6324,0.7081,1.0000,* 36 Aur                           
98.16240873,-32.03044046,5.706,0.4799,0.5868,1.0000,HD 46547                           
112.3421174,-10.32666618,5.706,1.0000,0.7750,0.5548,HD 59381                           
203.8804028,-5.39619103,5.706,1.0000,0.8330,0.6787,* 80 Vir                           
291.5460112,-15.05325163,5.706,0.5370,0.6340,1.0000,HD 182645                          
231.8878205,-64.5315013,5.706,1.0000,0.7360,0.4803,V* LX TrA                          
186.3405614,-35.18641523,5.707,0.5750,0.6642,1.0000,* x02 Cen                          
151.1513452,53.89171486,5.708,0.9937,0.9526,1.0000,HD 87141                           
102.4221406,32.60675927,5.708,1.0000,0.7992,0.6045,V* IS Gem                          
126.3980698,2.10221925,5.708,1.0000,0.7750,0.5548,HD 71095                           
56.31614802,-47.35947438,5.708,1.0000,0.8221,0.6541,HD 23719                           
23.35711395,58.32734756,5.709,1.0000,0.7872,0.5797,HD 9353                            
304.9030307,62.25744328,5.709,0.5750,0.6642,1.0000,* 71 Dra                           
208.3038764,17.93286895,5.709,1.0000,0.8740,0.7760,* 7 Boo                            
236.8221379,14.11541333,5.709,0.6703,0.7362,1.0000,* ups Ser                          
271.4567127,32.23067433,5.709,1.0000,0.8330,0.6787,HD 165683                          
112.2145083,48.18393056,5.710,0.8000,0.8000,0.8000,HD 58661A                          
65.51465897,14.07719923,5.710,0.6703,0.7362,1.0000,* 60 Tau                           
99.92775341,-30.47049068,5.710,1.0000,0.8221,0.6541,HD 47946                           
108.9881986,27.8974214,5.710,1.0000,0.6480,0.3346,* 53 Gem                           
40.30832167,0.695662361,5.710,0.8000,0.8000,0.8000,* 84 Cet                           
340.2195068,14.54916014,5.710,0.8000,0.8000,0.8000,HD 214850                          
38.91142288,37.31226181,5.710,1.0000,0.7750,0.5548,HD 16028                           
166.4898754,-27.28785235,5.710,0.5496,0.6441,1.0000,* chi02 Hya                        
189.5933509,1.854661524,5.710,1.0000,0.6318,0.3112,V* FW Vir                          
291.3399858,-13.89709664,5.710,1.0000,0.7992,0.6045,HD 182477                          
298.6568844,-8.227290253,5.710,0.5370,0.6340,1.0000,* 57 Aql A                         
225.4538709,0.140193179,5.710,1.0000,0.6789,0.3823,* 2 Ser                            
309.6832768,13.31512619,5.710,1.0000,0.7872,0.5797,* tet Del                          
237.143395,28.15674951,5.710,1.0000,0.9019,0.8473,V* R CrB                           
48.13816925,-57.32154751,5.710,0.8000,0.8000,0.8000,V* TW Hor                          
152.3412253,-61.54900858,5.710,1.0000,0.7360,0.4803,V* S Car                           
208.8005912,-52.16082055,5.710,0.5750,0.6642,1.0000,HD 121190                          
267.6183013,-53.61240681,5.710,0.4799,0.5868,1.0000,V* V539 Ara                        
134.2081339,45.63164693,5.711,1.0000,0.8221,0.6541,HD 76291                           
67.00326389,21.61990348,5.711,0.8000,0.8000,0.8000,HD 28226                           
125.4775265,-17.58633724,5.711,1.0000,0.8330,0.6787,HD 70523                           
184.3773948,28.93719108,5.711,0.8000,0.8000,0.8000,HD 106887                          
147.6747234,-46.93392082,5.711,1.0000,0.8330,0.6787,HD 85483                           
356.0501952,-64.40445375,5.711,1.0000,0.7992,0.6045,HD 222820                          
230.6600368,63.34146476,5.712,1.0000,0.7750,0.5548,HD 137443                          
317.1620406,30.20563569,5.712,0.5750,0.6642,1.0000,HD 201433A                         
321.3042345,-9.74855341,5.713,0.8244,0.8437,1.0000,* 19 Aqr                           
142.1215607,8.188301838,5.713,1.0000,0.8330,0.6787,* 3 Leo                            
344.1991669,-47.969222,5.714,0.7004,0.7579,1.0000,* tau03 Gru                        
306.7594488,49.38336055,5.715,0.8668,0.8718,1.0000,* 43 Cyg                           
73.82774332,-16.41778994,5.715,0.8000,0.8000,0.8000,* R Eri                            
224.298658,16.38812761,5.715,1.0000,0.8740,0.7760,HD 132146                          
108.691745,-46.84966916,5.715,0.8000,0.8000,0.8000,V* PR Pup                          
330.7360888,44.64985832,5.715,0.8000,0.8000,0.8000,TYC 3210-2003-1                    
84.14674407,54.42865661,5.716,1.0000,0.6789,0.3823,HD 36678                           
285.8237302,-38.25314518,5.716,0.8986,0.8925,1.0000,V* V701 CrA                        
230.9676611,-12.36950028,5.716,1.0000,0.8541,0.7277,HD 136956                          
145.5617946,69.23755432,5.717,0.8000,0.8000,0.8000,HD 83489                           
92.4498198,-22.77434294,5.717,0.9937,0.9526,1.0000,HD 42443                           
99.30764621,-36.99065111,5.717,0.5370,0.6340,1.0000,HD 47500                           
137.9947329,-19.74762998,5.717,1.0000,0.8541,0.7277,HD 79181                           
281.6805186,-10.12504714,5.717,0.8668,0.8718,1.0000,HD 173638                          
119.077703,-60.52643485,5.717,1.0000,0.7872,0.5797,HD 65662                           
218.1288758,55.39799509,5.718,1.0000,0.7360,0.4803,HD 128000                          
66.12148167,34.13075984,5.718,0.5496,0.6441,1.0000,* 55 Per                           
6.276711466,53.04677809,5.719,0.5750,0.6642,1.0000,HD 2054                            
183.7853856,70.20000816,5.719,1.0000,0.7992,0.6045,HD 106574                          
318.941091,-53.26308924,5.719,0.6703,0.7362,1.0000,HD 202103                          
333.6848447,42.9538966,5.720,0.6504,0.7215,1.0000,HD 211211                          
338.4193711,56.62473672,5.720,1.0000,0.8330,0.6787,HD 213930                          
100.1203128,77.99578433,5.720,1.0000,0.7360,0.4803,HD 45866                           
68.47803092,-6.738908503,5.720,0.8000,0.8000,0.8000,* 46 Eri                           
76.97035639,8.498434239,5.720,0.8000,0.8000,0.8000,* i Ori A                          
81.78446779,30.20860261,5.720,0.5750,0.6642,1.0000,HD 35600                           
84.14872217,-6.064752389,5.720,0.5013,0.6047,1.0000,HD 37209                           
128.8674952,-7.982292307,5.720,0.6324,0.7081,1.0000,* 3 Hya                            
21.74206093,-32.54317715,5.720,0.8000,0.8000,0.8000,V* R Scl                           
7.509826357,-3.957328517,5.720,1.0000,0.7360,0.4803,* 12 Cet                           
23.4621,30.65994167,5.720,0.8000,0.8000,0.8000,M 33                               
224.3666704,-21.41547969,5.720,1.0000,0.7750,0.5548,HD 131977                          
269.425,-39.13333333,5.720,0.8000,0.8000,0.8000,[SC96] GC 277                      
269.425,-39.13333333,5.720,0.8000,0.8000,0.8000,[SC96] Mis 814                     
277.857058,-10.79583517,5.720,0.4799,0.5868,1.0000,HD 170740                          
261.0274463,22.96028175,5.720,0.7652,0.8035,1.0000,* 73 Her                           
252.6623275,29.80654006,5.720,1.0000,0.6480,0.3346,* 50 Her                           
192.8249009,-60.32978721,5.720,0.5750,0.6642,1.0000,HD 111613                          
330.2092708,-28.45374003,5.720,0.8000,0.8000,0.8000,* eta PsA A                        
64.28373238,57.86031689,5.721,1.0000,0.8221,0.6541,HD 26755                           
219.5524552,43.64212925,5.721,1.0000,0.7750,0.5548,HD 128902                          
86.8048068,14.48832428,5.721,0.6703,0.7362,1.0000,* 131 Tau                          
137.2675424,-18.32855585,5.722,0.6109,0.6919,1.0000,HD 78702                           
131.2163615,-37.14725067,5.722,0.5013,0.6047,1.0000,HD 74824                           
124.8214994,62.50715372,5.723,1.0000,0.8541,0.7277,* 57 Cam                           
177.4238127,34.93175969,5.723,0.8000,0.8000,0.8000,HD 102713                          
303.8224652,-27.032976,5.723,1.0000,0.7992,0.6045,HD 192310                          
185.5501974,-68.30732593,5.723,1.0000,0.8330,0.6787,* zet01 Mus                        
261.9900172,-52.29714702,5.723,1.0000,0.7992,0.6045,HD 157753                          
250.4270065,1.181231782,5.724,0.8986,0.8925,1.0000,* 14 Oph                           
359.3869239,-82.16980882,5.724,1.0000,0.8330,0.6787,* gam02 Oct                        
299.6720444,-69.16395616,5.724,0.6324,0.7081,1.0000,HD 188097                          
324.0457225,-26.17152019,5.725,0.7652,0.8035,1.0000,* 8 PsA                            
343.9354485,36.35139555,5.725,0.5370,0.6340,1.0000,HD 216831                          
163.7424118,34.03479991,5.725,0.8000,0.8000,0.8000,* 47 LMi                           
325.595662,41.07702046,5.726,0.6109,0.6919,1.0000,* 77 Cyg                           
188.1499944,-13.85910554,5.726,0.8986,0.8925,1.0000,HD 109141                          
263.2802405,41.24344995,5.726,1.0000,0.8221,0.6541,HD 159501                          
85.84029558,-18.55747404,5.727,0.6109,0.6919,1.0000,HD 38206                           
264.5396039,-10.92626861,5.727,1.0000,0.8221,0.6541,HD 160018                          
207.9476426,-69.40125436,5.727,1.0000,0.7360,0.4803,HD 120404                          
256.1029974,-57.71216244,5.727,0.5104,0.6122,1.0000,HD 153716                          
251.5884432,-58.50359596,5.728,0.4799,0.5868,1.0000,HD 150745                          
160.4510769,68.44350112,5.729,1.0000,0.7872,0.5797,HD 92354                           
70.33233647,28.61498949,5.729,0.6504,0.7215,1.0000,HD 29646                           
39.03860504,-30.04497879,5.729,1.0000,0.8541,0.7277,* iot01 For                        
265.8398525,24.32782149,5.729,1.0000,0.8929,0.8238,* 84 Her                           
140.5999686,-46.04744229,5.729,0.8000,0.8000,0.8000,HD 81136                           
240.8806184,76.79394301,5.730,0.6703,0.7362,1.0000,HD 145622                          
220.9351406,40.45925279,5.730,1.0000,0.7750,0.5548,HD 129846                          
52.086246,33.80755788,5.730,0.6504,0.7215,1.0000,HD 21402                           
52.00394478,-11.28659822,5.730,1.0000,0.7992,0.6045,HD 21530                           
92.24126656,2.499691054,5.730,0.5750,0.6642,1.0000,HD 42111                           
115.0612226,38.34454145,5.730,1.0000,0.6789,0.3823,HD 61294                           
338.9678446,39.63432791,5.730,0.4701,0.5784,1.0000,* 8 Lac A                          
164.8072583,-33.73759119,5.730,0.8986,0.8925,1.0000,HD 95221                           
220.8064637,-24.99775145,5.730,0.5750,0.6642,1.0000,* 4 Lib                            
264.400625,-3.245916667,5.730,0.8000,0.8000,0.8000,M 14                               
242.1169845,8.534310153,5.730,1.0000,0.6318,0.3112,* 47 Ser                           
229.1528844,-60.90399397,5.730,0.4701,0.5784,1.0000,HD 135160                          
116.9863034,-12.19275683,5.730,0.8000,0.8000,0.8000,* 5 Pup A                          
132.8933715,-7.177251133,5.730,0.8000,0.8000,0.8000,* 15 Hya A                         
268.3477734,-34.89515036,5.730,0.8000,0.8000,0.8000,HD 162587A                         
78.62019175,-35.97699801,5.731,1.0000,0.8541,0.7277,HD 34266                           
102.0794407,-1.318924701,5.731,0.8668,0.8718,1.0000,HD 49434                           
356.8162989,-11.91113023,5.731,1.0000,0.8330,0.6787,HD 223170                          
38.67759888,-7.859446299,5.731,1.0000,0.7992,0.6045,* 77 Cet                           
255.0397021,-24.98913929,5.731,0.8000,0.8000,0.8000,* 26 Oph                           
351.0552548,-51.89117613,5.731,1.0000,0.6789,0.3823,HD 220440                          
144.2607547,16.43795202,5.732,1.0000,0.8221,0.6541,* 8 Leo                            
246.1055773,55.20509566,5.734,0.6504,0.7215,1.0000,V* DQ Dra                          
172.4243501,15.41326543,5.734,1.0000,0.7750,0.5548,* 85 Leo                           
278.4125872,-14.85361439,5.735,0.6109,0.6919,1.0000,HD 171130                          
66.94178586,-62.52120211,5.735,1.0000,0.8330,0.6787,HD 28732                           
351.7808341,42.91200997,5.736,0.5750,0.6642,1.0000,* 13 And                           
259.6992859,-44.12974712,5.736,0.5750,0.6642,1.0000,HD 156293                          
261.131406,16.30100775,5.736,0.6703,0.7362,1.0000,HD 157740                          
219.1838853,-40.21158048,5.736,0.5496,0.6441,1.0000,HD 128207                          
4.237679356,61.53318211,5.737,1.0000,0.8541,0.7277,HD 1239                            
269.7320313,-36.85837488,5.737,1.0000,0.8541,0.7277,HD 163652                          
232.7323598,64.20869035,5.738,1.0000,0.8330,0.6787,HD 138852                          
75.68741934,-22.79504792,5.738,1.0000,0.8221,0.6541,* 1 Lep                            
356.1702863,-78.79143936,5.738,1.0000,0.8221,0.6541,HD 222806                          
110.3229148,45.22817623,5.739,0.8986,0.8925,1.0000,HD 56963                           
106.9562024,7.471215144,5.739,1.0000,0.8330,0.6787,HD 54079                           
319.8697934,49.51029521,5.740,0.5340,0.6316,1.0000,HD 203245                          
74.0294694,52.86973396,5.740,0.6504,0.7215,1.0000,HD 31134                           
279.3896574,62.52657209,5.740,0.6109,0.6919,1.0000,HD 172728                          
133.3439901,61.96226644,5.740,0.8986,0.8925,1.0000,* b UMa                            
136.0016654,54.28388359,5.740,0.6504,0.7215,1.0000,HD 77309                           
218.6650859,49.3683535,5.740,1.0000,0.6480,0.3346,V* CH Boo                          
47.40309262,29.07707978,5.740,0.5496,0.6441,1.0000,* 55 Ari                           
62.74593691,33.58678146,5.740,1.0000,0.7992,0.6045,HD 26311                           
97.1635105,-32.37127736,5.740,0.5013,0.6047,1.0000,HD 45871                           
126.9975874,-35.11376098,5.740,0.4799,0.5868,1.0000,V* XY Pyx                          
5.442804908,-20.05802356,5.740,0.8000,0.8000,0.8000,V* T Cet                           
12.09573477,5.280613767,5.740,1.0000,0.7992,0.6045,HD 4628                            
331.8691344,19.47552637,5.740,0.8986,0.8925,1.0000,HD 210074                          
40.59140201,20.0114636,5.740,0.6109,0.6919,1.0000,* mu. Ari                          
143.0850349,-19.40030175,5.740,0.7004,0.7579,1.0000,HD 82573                           
167.3294979,36.309384,5.740,1.0000,0.6318,0.3112,V* CO UMa                          
310.348574,-31.59828821,5.740,1.0000,0.6480,0.3346,HD 196917                          
297.1752402,11.8158938,5.740,1.0000,0.8541,0.7277,* pi. Aql                          
168.4141389,-53.23181434,5.740,1.0000,0.7992,0.6045,HD 97651                           
168.3782652,-59.61931557,5.740,0.4799,0.5868,1.0000,HD 97670                           
221.6208058,-47.4411164,5.740,0.6324,0.7081,1.0000,HD 129858                          
239.7422808,-65.03758378,5.740,0.5370,0.6340,1.0000,HD 142514                          
82.81054875,3.292137575,5.740,0.8000,0.8000,0.8000,* n01 Ori A                        
334.5527006,62.80438907,5.741,1.0000,0.7872,0.5797,* 25 Cep                           
133.8017916,-18.24119054,5.741,1.0000,0.7992,0.6045,HD 76376                           
271.563322,-4.751253931,5.741,1.0000,0.8221,0.6541,HD 165438                          
201.7366919,78.64386998,5.742,1.0000,0.8836,0.8000,HD 117566                          
234.5676826,46.79773867,5.742,0.8986,0.8925,1.0000,HD 139798                          
103.2061292,8.380398407,5.742,0.8668,0.8718,1.0000,HD 50277                           
200.2404212,-46.88000781,5.742,1.0000,0.8221,0.6541,HD 115912                          
41.36449165,-63.70455347,5.743,1.0000,0.8541,0.7277,* gam Hor                          
99.59587538,28.98433945,5.744,0.5750,0.6642,1.0000,* 53 Aur                           
331.2972259,26.67368904,5.744,1.0000,0.7872,0.5797,HD 209761                          
149.9008936,29.64523204,5.744,0.8000,0.8000,0.8000,HD 86513                           
245.1052149,-55.1397063,5.744,1.0000,0.8330,0.6787,HD 146690                          
293.2242655,-53.18561786,5.744,0.8000,0.8000,0.8000,HD 183552                          
82.47823145,1.789256452,5.745,0.4799,0.5868,1.0000,HD 36166                           
201.2778254,23.85442017,5.745,0.6703,0.7362,1.0000,HD 116706                          
182.2241688,-44.32598914,5.746,0.6504,0.7215,1.0000,V* V788 Cen                        
317.5648799,53.5631029,5.747,0.5750,0.6642,1.0000,HD 201834                          
102.5972825,-31.70605752,5.747,0.5340,0.6316,1.0000,V* HZ CMa                          
114.9494793,-38.26065331,5.747,0.5013,0.6047,1.0000,* d03 Pup                          
358.2105386,-8.996758259,5.747,1.0000,0.8221,0.6541,* h Aqr                            
34.49953124,57.89982026,5.748,1.0000,0.7872,0.5797,* 8 Per                            
103.8277779,25.3756955,5.748,1.0000,0.9019,0.8473,* 37 Gem                           
209.6621709,21.69620284,5.748,0.6109,0.6919,1.0000,* 10 Boo                           
131.8285187,-46.15541476,5.748,0.8668,0.8718,1.0000,HD 75276                           
160.9633024,-64.24904061,5.748,0.5013,0.6047,1.0000,HD 93163                           
13.40782354,-62.87136129,5.748,1.0000,0.6318,0.3112,V* BQ Tuc                          
93.00558716,19.79054547,5.749,0.5750,0.6642,1.0000,* 68 Ori                           
94.92065453,-34.3965904,5.749,0.5750,0.6642,1.0000,HD 44323                           
3.72715218,-9.569563861,5.749,0.5496,0.6441,1.0000,HD 1064                            
28.96266272,23.57731969,5.749,1.0000,0.8541,0.7277,* 7 Ari                            
201.138535,-5.163933855,5.749,1.0000,0.7992,0.6045,* 66 Vir                           
319.8153518,58.62350959,5.750,1.0000,0.6480,0.3346,HD 203338                          
291.8581676,52.32044087,5.750,0.6324,0.7081,1.0000,* iot01 Cyg                        
310.6468135,82.5311518,5.750,0.6109,0.6919,1.0000,* 76 Dra                           
238.8774658,42.56619104,5.750,0.5750,0.6642,1.0000,* 4 Her                            
45.29177414,-7.663008775,5.750,0.8000,0.8000,0.8000,* rho01 Eri                        
89.72181883,12.80826322,5.750,1.0000,0.8541,0.7277,HD 40369                           
92.43327095,23.1134886,5.750,0.5013,0.6047,1.0000,* 3 Gem                            
102.3183731,-2.272038687,5.750,0.5496,0.6441,1.0000,HD 49643                           
105.5728896,15.33601247,5.750,1.0000,0.8221,0.6541,HD 52556                           
107.8461134,26.8565904,5.750,0.7004,0.7579,1.0000,* 47 Gem                           
0.54308808,27.08179911,5.750,1.0000,0.8740,0.7760,* 85 Peg                           
175.392721,31.74604656,5.750,0.9937,0.9526,1.0000,* 62 UMa                           
183.3543195,-38.9291849,5.750,0.5104,0.6122,1.0000,HD 106231                          
269.175,-28.05,5.750,0.8000,0.8000,0.8000,[SC96] GC 265                      
269.175,-28.05,5.750,0.8000,0.8000,0.8000,[SC96] Mis 803                     
274.2984436,-17.37389303,5.750,1.0000,0.7992,0.6045,HD 167720                          
