RA - Decimal,Dec - Decimal,Prop.motion RA,Prop.motion Dec,Mag V ,Red,Green,Blue,identifier             
244.5803739296,-4.6925095739,83.4000000000,40.5800000000,3.23,0.8000,0.8000,0.8000,* eps Oph
275.3275023167,-2.8988268319,-547.7500000000,-701.4200000000,3.25,1.0000,0.8330,0.6787,* eta Ser
284.7359267238,32.6895556375,-3.0900000000,1.1100000000,3.25,0.5750,0.6642,1.0000,* gam Lyr
112.3076270488,-43.3014332394,-59.5500000000,188.3100000000,3.25,1.0000,0.7360,0.4803,* sig Pup
260.5024139450,-24.9995463817,-7.3700000000,-23.9400000000,3.26,0.8000,0.8000,0.8000,* tet Oph
257.5943200000,-15.7251822000,~,~,3.26,0.6703,0.7362,1.0000,* eta Oph B
56.8097525879,-74.2389635022,50.8500000000,114.7400000000,3.26,1.0000,0.6480,0.3346,* gam Hyi
158.0060956996,-61.6853323078,-17.0100000000,11.5000000000,3.27,0.5104,0.6122,1.0000,* p Car
139.1069392778,-67.4765653339,-8.0940000000,6.4220000000,3.27,0.8000,0.8000,0.8000,ASAS J091626-6728.7
93.7193553606,22.5067873272,-59.5300000000,-7.7660000000,3.28,1.0000,0.6480,0.3346,* eta Gem
343.6625260741,-15.8208195652,-34.1520000000,-26.3590000000,3.28,0.6703,0.7362,1.0000,* del Aqr
9.8319799204,30.8610217556,114.4500000000,-84.0200000000,3.28,1.0000,0.7872,0.5797,* del And
211.5929061938,-26.6823617717,43.7000000000,-141.1800000000,3.28,1.0000,0.7992,0.6045,* pi. Hya
68.4990716250,-55.0449789722,57.7500000000,10.9300000000,3.28,0.5496,0.6441,1.0000,* alf Dor
231.2323942771,58.9660651236,-8.3600000000,17.0800000000,3.29,1.0000,0.7992,0.6045,* iot Dra
78.2329290171,-16.2054634998,42.8030000000,-16.0170000000,3.29,0.5750,0.6642,1.0000,* mu. Lep
117.3235652742,-24.8597862414,-4.8100000000,-0.8900000000,3.3,0.8000,0.8000,0.8000,* ksi Pup
102.0477296667,-61.9413891111,-66.0700000000,242.9700000000,3.3,0.8244,0.8437,1.0000,* alf Pic
16.5209980000,-46.7184106944,-80.8100000000,34.9700000000,3.3,1.0000,0.8541,0.7277,* bet Phe
286.7350129713,-27.6704156372,-53.0010000000,-253.3040000000,3.31,1.0000,0.8221,0.6541,* tau Sgr
183.8565026363,57.0326154461,104.1100000000,7.3000000000,3.32,0.6504,0.7215,1.0000,* del UMa
258.0383152213,-43.2391918128,24.4700000000,-288.5500000000,3.33,0.9937,0.9526,1.0000,* eta Sco
258.6618864208,14.3903710472,-17.0000000000,47.0000000000,3.33,0.8000,0.8000,0.8000,* alf Her A
153.4342391408,-70.0379045292,-36.0100000000,7.0900000000,3.33,0.5370,0.6340,1.0000,* ome Car
269.7566329704,-9.7736332922,-9.4800000000,-116.6900000000,3.34,0.8000,0.8000,0.8000,* nu. Oph
261.3485804629,-56.3777263264,-0.4400000000,-15.7700000000,3.34,0.4701,0.5784,1.0000,* gam Ara
332.7136538163,58.2012626631,13.5200000000,5.2400000000,3.35,1.0000,0.8221,0.6541,* zet Cep
81.1192363333,-2.3971475278,-0.7100000000,-3.4600000000,3.35,0.4701,0.5784,1.0000,* eta Ori
168.5600185958,15.4295705794,-60.3100000000,-79.1000000000,3.35,0.6504,0.7215,1.0000,* tet Leo
154.2707304375,-61.3323023058,-24.7300000000,7.2000000000,3.35,1.0000,0.7992,0.6045,* q Car
101.3223513354,12.8955919797,-115.7300000000,-190.5500000000,3.36,0.9937,0.9526,1.0000,* ksi Gem
291.3745891250,3.1147794722,254.5400000000,82.5100000000,3.36,0.8823,0.8819,1.0000,* del Aql
63.6061839088,-62.4738587975,41.9700000000,49.4200000000,3.36,1.0000,0.8541,0.7277,* alf Ret
230.6702844025,-44.6896151769,-22.8600000000,-18.8700000000,3.366,0.4799,0.5868,1.0000,* eps Lup
28.5988920257,63.6701000663,29.5870000000,-18.3870000000,3.37,0.5013,0.6047,1.0000,* eps Cas
131.6938009583,6.4188015278,-228.1100000000,-43.8200000000,3.38,0.8000,0.8000,0.8000,* eps Hya
193.9008691908,3.3974703403,-469.9900000000,-52.8300000000,3.38,1.0000,0.6318,0.3112,* del Vir
203.6732973280,0.5958164161,-276.9030000000,44.6210000000,3.38,0.6504,0.7215,1.0000,* zet Vir
207.3761518283,-41.6877089081,-26.7700000000,-20.1800000000,3.386,0.4799,0.5868,1.0000,* nu. Cen
46.2941410417,38.8402761944,129.2200000000,-105.7000000000,3.39,1.0000,0.6318,0.3112,* rho Per
253.8750000000,-40.8333333333,-2.2600000000,-3.3900000000,3.4,0.8000,0.8000,0.8000,C 1652-407
253.7250000000,-40.7333333333,~,~,3.4,0.8000,0.8000,0.8000,[SC96] Mis 190
137.7420266183,-58.9668936681,-16.6400000000,15.0000000000,3.4,0.4799,0.5868,1.0000,* a Car
146.3117134358,-62.5079033039,-12.8800000000,8.1900000000,3.4,1.0000,0.8740,0.7760,* l Car
311.2395582896,-66.2032140989,-42.6700000000,9.9400000000,3.408,0.7652,0.8035,1.0000,* bet Pav
311.3223981417,61.8387824269,86.5000000000,818.0200000000,3.41,1.0000,0.8330,0.6787,* eta Cep
60.1700654896,12.4903405381,-8.0200000000,-14.4200000000,3.41,0.5104,0.6122,1.0000,* lam Tau
67.1655900464,15.8708746496,106.1480000000,-20.2940000000,3.41,0.7652,0.8035,1.0000,* tet02 Tau
340.3655029900,10.8313633103,77.2200000000,-11.3800000000,3.41,0.5496,0.6441,1.0000,* 42 Peg
151.8331327525,16.7626611861,-2.8000000000,-1.8200000000,3.41,0.6109,0.6919,1.0000,* eta Leo
154.1725665329,23.4173116889,18.3900000000,-6.8400000000,3.41,0.8668,0.8718,1.0000,* zet Leo
240.0305327325,-38.3967086792,-16.9600000000,-27.8300000000,3.41,0.4799,0.5868,1.0000,* eta Lup
22.0913636121,-43.3182361592,-18.0600000000,-208.6300000000,3.41,1.0000,0.6789,0.3823,* gam Phe
228.0712331483,-52.0992477544,-112.9200000000,-71.1800000000,3.41,1.0000,0.8541,0.7277,* zet Lup
127.5661256527,60.7181682239,-133.6440000000,-107.6640000000,3.42,1.0000,0.8740,0.7760,* omi UMa
28.2704462333,29.5788278039,10.8200000000,-234.2400000000,3.42,0.9937,0.9526,1.0000,* alf Tri
266.6147804003,27.7207113830,-312.0870000000,-773.1790000000,3.42,1.0000,0.8740,0.7760,* mu.01 Her
282.5199801967,33.3626694383,1.9000000000,-3.5300000000,3.42,0.5496,0.6441,1.0000,* bet Lyr
286.5622443926,-4.8825627459,-19.1200000000,-89.4270000000,3.43,0.5496,0.6441,1.0000,* lam Aql
207.4041192892,-42.4737304428,-24.2500000000,-18.6400000000,3.43,0.4799,0.5868,1.0000,* mu. Cen
119.1946670558,-52.9823454630,-31.3680000000,23.4520000000,3.431,0.5013,0.6047,1.0000,* chi Car
12.2762274762,57.8151772888,1078.6090000000,-551.1330000000,3.44,0.8000,0.8000,0.8000,* eta Cas
10.6847083333,41.2687500000,~,~,3.44,0.8000,0.8000,0.8000,M 31
154.2740802357,42.9144138052,-152.9740000000,-49.4620000000,3.45,0.6324,0.7081,1.0000,* lam UMa
17.1474645113,-10.1822658208,215.6100000000,-139.0200000000,3.45,1.0000,0.7992,0.6045,* eta Cet
149.2155903092,-54.5677886231,-13.0800000000,3.5500000000,3.45,0.5229,0.6225,1.0000,* phi Vel
276.7434001679,-45.9684582681,-16.9500000000,-53.0900000000,3.463,0.5013,0.6047,1.0000,* alf Tel
342.1387419230,-51.3168648120,107.1950000000,-62.5750000000,3.466,0.6504,0.7215,1.0000,* eps Gru
83.7844836696,9.9341642573,2.8960000000,-3.1830000000,3.47,0.8000,0.8000,0.8000,* lam Ori A
105.4297824358,-27.9348304928,-5.9800000000,4.5900000000,3.47,1.0000,0.7360,0.4803,* sig CMa
40.8251629167,3.2358163889,-146.1000000000,-146.1200000000,3.47,0.6504,0.7215,1.0000,* gam Cet
299.6892859438,19.4921466886,66.2100000000,22.2200000000,3.47,1.0000,0.6789,0.3823,* gam Sge
342.5008047942,24.6015828833,144.7000000000,-41.8700000000,3.48,1.0000,0.8541,0.7277,* mu. Peg
233.7851616292,-41.1667919500,-28.2000000000,-42.0000000000,3.48,0.8000,0.8000,0.8000,* gam Lup A
169.6197360100,33.0943085269,-26.8400000000,28.6900000000,3.49,1.0000,0.7872,0.5797,* nu. UMa
190.4147607687,-1.4494021269,-534.3180000000,-64.2700000000,3.49,0.8668,0.8718,1.0000,* gam Vir B
228.8756789658,33.3148312661,84.7400000000,-111.5800000000,3.49,1.0000,0.8541,0.7277,* del Boo
26.0170130716,-15.9374798910,-1721.7280000000,854.9630000000,3.5,1.0000,0.8541,0.7277,* tau Cet
250.7240212279,38.9222535744,35.4100000000,-85.3000000000,3.5,0.8000,0.8000,0.8000,* eta Her
284.4324961775,-21.1066559078,31.7200000000,-13.3300000000,3.51,1.0000,0.8541,0.7277,* ksi02 Sgr
233.7849104292,-41.1667677500,-28.2000000000,-42.0000000000,3.51,0.8000,0.8000,0.8000,* gam Lup B
264.3966659642,-15.3985538728,-42.1000000000,-59.9400000000,3.519,0.8520,0.8621,1.0000,* ksi Ser
225.4865099108,40.3905668353,-40.1500000000,-28.8600000000,3.52,1.0000,0.8541,0.7277,* bet Boo
124.1288375338,9.1855438678,-46.8200000000,-49.2400000000,3.52,1.0000,0.7750,0.5548,* bet Cnc
145.2876376996,9.8923083842,-143.2000000000,-37.2000000000,3.52,1.0000,0.9276,0.9168,* omi Leo
86.7389206613,-14.8219499842,-14.5400000000,-1.0700000000,3.525,0.6504,0.7215,1.0000,* zet Lep
214.8509258125,-46.0580954628,-12.5600000000,-4.7600000000,3.529,0.4799,0.5868,1.0000,* iot Lup
67.1541677297,19.1804342058,107.5260000000,-36.2000000000,3.53,0.8000,0.8000,0.8000,* eps Tau
110.0307490954,21.9823160392,-15.1300000000,-9.7900000000,3.53,0.8986,0.8925,1.0000,* del Gem
237.4050290000,-3.4302043889,-100.2800000000,-25.9900000000,3.53,0.5750,0.6642,1.0000,* mu. Ser
342.4200705979,66.2004065600,-65.8900000000,-125.1700000000,3.54,1.0000,0.8330,0.6787,* iot Cep
55.8120855748,-9.7633919322,-93.6340000000,744.3600000000,3.54,1.0000,0.8330,0.6787,* del Eri
173.2504793996,-31.8576231803,-209.6200000000,-40.8400000000,3.54,0.8000,0.8000,0.8000,* ksi Hya
40.8251715933,3.2358241460,-151.2570000000,-147.5650000000,3.54,0.6504,0.7215,1.0000,* gam Cet A
253.0839388325,-38.0175349553,-11.0900000000,-23.3200000000,3.542,0.4799,0.5868,1.0000,* mu.02 Sco
230.4515402746,-36.2613756858,-92.3300000000,-85.6700000000,3.546,1.0000,0.7750,0.5548,* phi01 Lup
135.9063650833,47.1565247222,-36.1900000000,-55.4000000000,3.55,0.6324,0.7081,1.0000,* kap UMa
4.8569756808,-8.8239197375,-15.1500000000,-37.1100000000,3.55,1.0000,0.8221,0.6541,* iot Cet
332.5499386467,6.1978632639,282.1800000000,30.4600000000,3.55,0.6324,0.7081,1.0000,* tet Peg
191.5702761000,-68.1080969000,~,~,3.55,0.4799,0.5868,1.0000,* bet Mus A
109.5232454981,16.5403859948,-46.1570000000,-36.0070000000,3.559,0.7004,0.7579,1.0000,* lam Gem
64.4735933613,-33.7983491397,62.5200000000,-7.2400000000,3.56,0.5750,0.6642,1.0000,* ups04 Eri
169.8351981738,-14.7785392519,-124.6700000000,207.5900000000,3.56,0.8000,0.8000,0.8000,* del Crt
302.1817036317,-66.1820674359,1211.7610000000,-1130.2370000000,3.56,1.0000,0.8541,0.7277,* del Pav
24.4981541358,48.6282137592,61.9500000000,-112.1500000000,3.57,1.0000,0.7872,0.5797,* ups Per
116.1118898717,24.3979964519,-23.3900000000,-54.5700000000,3.57,1.0000,0.8541,0.7277,* kap Gem
34.1274401325,-51.5121654203,91.0300000000,-22.2300000000,3.57,0.5496,0.6441,1.0000,* phi Eri
275.2640939583,72.7328477222,531.2100000000,-349.7100000000,3.58,0.8000,0.8000,0.8000,* chi Dra
304.5135664488,-12.5448523200,62.6300000000,2.6600000000,3.58,0.8000,0.8000,0.8000,* alf02 Cap
266.4332751967,-64.7238720531,-11.9600000000,-56.5700000000,3.581,1.0000,0.7992,0.6045,* eta Pav
234.2560424983,-28.1350812911,-12.8200000000,-4.1500000000,3.589,1.0000,0.7872,0.5797,* ups Lib
79.4016190192,-6.8444083853,-17.6100000000,-9.2400000000,3.59,0.5229,0.6225,1.0000,* tau Ori
21.0058553458,-8.1832559036,-77.9400000000,-206.5300000000,3.59,1.0000,0.8330,0.6787,* tet Cet
217.9574555385,30.3714365701,-100.5310000000,119.8700000000,3.59,1.0000,0.7872,0.5797,* rho Boo
185.3400390104,-60.4011469639,-170.9300000000,91.6700000000,3.59,1.0000,0.7872,0.5797,* eps Cru
81.1192386000,-2.3971369000,~,~,3.59,0.4799,0.5868,1.0000,* eta Ori B
42.4959718358,27.2605072272,66.8100000000,-116.5200000000,3.594,0.5496,0.6441,1.0000,* 41 Ari
81.1197125840,-2.3970309595,3.2610000000,-2.3650000000,3.594,0.4701,0.5784,1.0000,* eta Ori A
51.2033263271,9.0288696200,-66.3840000000,-74.4130000000,3.6,0.8000,0.8000,0.8000,* omi Tau
86.1157942373,-22.4483854878,-291.7570000000,-368.5210000000,3.6,0.8000,0.8000,0.8000,* gam Lep
103.1972452958,33.9612548506,-1.6600000000,-47.3100000000,3.6,0.6504,0.7215,1.0000,* tet Gem
108.4850000000,-30.7580555556,-4.1400000000,3.7320000000,3.6,0.8000,0.8000,0.8000,Cl Collinder 132
177.6738271494,1.7647226498,740.7460000000,-270.9270000000,3.6,0.8000,0.8000,0.8000,* bet Vir
283.7629166667,-30.4783333333,-2.6500000000,-0.8800000000,3.6,0.8000,0.8000,0.8000,NAME SDG
291.3500000000,20.1833333333,~,~,3.6,0.8000,0.8000,0.8000,Cl Collinder 399
142.6749982500,-40.4667393333,-147.9800000000,61.3500000000,3.6,0.8000,0.8000,0.8000,* psi Vel
116.3137350671,-37.9685832797,-10.1800000000,6.3400000000,3.61,1.0000,0.7750,0.5548,* c Pup
152.6470357548,-12.3541274788,-217.4330000000,-74.3730000000,3.61,1.0000,0.8330,0.6787,* lam Hya
22.8708760779,15.3458245944,27.1400000000,-2.6400000000,3.62,0.8000,0.8000,0.8000,* eta Psc
345.4802691375,42.3259814953,22.9900000000,0.8800000000,3.62,0.5340,0.6316,1.0000,* omi And
253.6458542999,-42.3613158363,-126.7210000000,-228.8370000000,3.62,1.0000,0.7872,0.5797,* zet02 Sco
195.5677697342,-71.5488542331,264.1700000000,-22.7500000000,3.62,1.0000,0.7992,0.6045,* del Mus
262.7746363363,-60.6838478178,-54.0100000000,-99.2500000000,3.62,0.5496,0.6441,1.0000,* del Ara
57.2905941050,24.0534167436,17.7000000000,-44.1800000000,3.63,0.5496,0.6441,1.0000,* 27 Tau
309.3872554167,14.5950887500,118.0900000000,-48.0600000000,3.63,0.9937,0.9526,1.0000,* bet Del
130.0732730500,-52.9218889536,-24.4200000000,34.4400000000,3.63,0.5013,0.6047,1.0000,* omi Vel
347.3616501873,-21.1724152050,53.4520000000,30.2010000000,3.64,1.0000,0.8221,0.6541,* c02 Aqr
234.6640395654,-29.7777487789,-22.0800000000,-24.4600000000,3.642,0.4799,0.5868,1.0000,* tau Lib
64.9483493713,15.6276431728,115.4600000000,-23.4200000000,3.65,0.8000,0.8000,0.8000,* gam Tau
337.2079452083,0.0199428333,182.9200000000,50.3600000000,3.65,0.8000,0.8000,0.8000,* zet Aqr
176.4017464929,-66.7287622069,-100.3500000000,33.4900000000,3.65,0.7652,0.8035,1.0000,* lam Mus
313.7025115788,-58.4541560594,20.7900000000,-25.2000000000,3.65,1.0000,0.8221,0.6541,* bet Ind
9.2428507775,53.8969075864,17.3800000000,-9.8600000000,3.66,0.4799,0.5868,1.0000,* zet Cas
83.7844900417,9.9341558611,-0.3400000000,-2.9400000000,3.66,0.8000,0.8000,0.8000,* lam Ori
271.6577970408,-50.0914757008,-8.2700000000,-8.7000000000,3.66,0.4799,0.5868,1.0000,* tet Ara
142.8821197175,63.0618614831,107.9900000000,27.1500000000,3.67,0.8668,0.8718,1.0000,* h UMa
325.0227353242,-16.6623075511,187.5600000000,-22.4500000000,3.67,0.8000,0.8000,0.8000,* gam Cap
236.5468931075,15.4218321850,65.3800000000,-38.6100000000,3.67,0.6504,0.7215,1.0000,* bet Ser
211.0972914721,64.3758505267,-56.3400000000,17.2100000000,3.68,0.6109,0.6919,1.0000,* alf Dra
72.8015196700,5.6051034181,-2.2100000000,0.8500000000,3.68,0.4799,0.5868,1.0000,* pi.04 Ori
130.8980731433,-33.1863860522,-14.2700000000,10.4300000000,3.68,0.4701,0.5784,1.0000,* alf Pyx
231.9572147104,29.1057006597,-180.1700000000,85.9200000000,3.68,0.8986,0.8925,1.0000,* bet CrB
237.7040259242,4.4777308758,128.1900000000,62.1600000000,3.693,0.8000,0.8000,0.8000,* eps Ser
118.0542993802,-40.5757817321,-11.7740000000,7.3680000000,3.696,1.0000,0.8221,0.6541,* a Pup
49.8791759888,-21.7578624869,51.8900000000,32.9200000000,3.7,1.0000,0.6318,0.3112,* tau04 Eri
56.2189036742,24.1133364492,20.8400000000,-46.0600000000,3.7,0.5340,0.6316,1.0000,* 17 Tau
349.2914062129,3.2822883264,759.8200000000,17.7700000000,3.7,0.8000,0.8000,0.8000,* gam Psc
269.4411904642,29.2478798636,82.4400000000,-18.7300000000,3.7,1.0000,0.8541,0.7277,* ksi Her
28.9894156936,-51.6088775905,680.1100000000,294.3180000000,3.7,1.0000,0.8541,0.7277,* chi Eri
227.9836386328,-48.7378249875,-97.1260000000,-48.8490000000,3.7,0.5750,0.6642,1.0000,* kap Lup
298.8283035124,6.4067642340,45.9440000000,-480.9650000000,3.71,1.0000,0.8541,0.7277,* bet Aql
89.8817434141,54.2847379629,85.8140000000,-142.9280000000,3.72,1.0000,0.8330,0.6787,* del Aur
176.5125586421,47.7794062925,-138.2900000000,28.5700000000,3.72,1.0000,0.8330,0.6787,* chi UMa
89.1012228769,-14.1676995377,-41.4740000000,139.2220000000,3.72,0.8986,0.8925,1.0000,* eta Lep
27.8651306176,-10.3350310663,39.7520000000,-40.9560000000,3.72,1.0000,0.8330,0.6787,* zet Cet
325.3689251480,-77.3900087616,68.6560000000,-250.0440000000,3.728,1.0000,0.8221,0.6541,* nu. Oct
318.6978855000,38.0453178056,196.9900000000,410.2800000000,3.73,0.8986,0.8925,1.0000,* tau Cyg
316.2327595458,43.9278512389,7.9700000000,0.0600000000,3.73,1.0000,0.7750,0.5548,* ksi Cyg
53.2326853798,-9.4582609705,-974.7580000000,20.8760000000,3.73,1.0000,0.7992,0.6045,* eps Eri
73.5629043524,2.4406716585,0.5610000000,1.3400000000,3.73,0.4799,0.5868,1.0000,* pi.05 Ori
85.1898800292,-1.9432186222,4.0000000000,2.5000000000,3.73,0.8000,0.8000,0.8000,* zet Ori B
221.5621889996,1.8928845822,-114.0300000000,-22.1300000000,3.73,0.6109,0.6919,1.0000,* 109 Vir
271.8374330392,9.5638472500,-62.1700000000,79.6600000000,3.73,0.7260,0.7762,1.0000,* 72 Oph
97.2044571250,-7.0330583611,-6.8600000000,-2.7600000000,3.74,0.5104,0.6122,1.0000,* bet Mon
321.6667764125,-22.4113344992,-2.2300000000,18.1000000000,3.74,0.8000,0.8000,0.8000,* zet Cap
252.4464855313,-59.0413770831,39.7300000000,-24.9100000000,3.744,1.0000,0.7360,0.4803,* eta Ara
107.1869403983,-70.4989304021,23.6200000000,108.6530000000,3.746,1.0000,0.8330,0.6787,* gam02 Vol
337.2927709100,58.4151982933,15.3500000000,3.5200000000,3.75,0.9937,0.9526,1.0000,* del Cep
268.3822067642,56.8726428506,93.8200000000,78.5000000000,3.75,1.0000,0.7992,0.6045,* ksi Dra
51.7922524136,9.7327419509,70.7410000000,-43.1560000000,3.75,0.5750,0.6642,1.0000,* ksi Tau
75.6195307833,41.0758388847,9.4500000000,-20.7100000000,3.75,1.0000,0.7360,0.4803,* zet Aur
266.9731655529,2.7072777736,-24.6400000000,-74.4200000000,3.75,0.6324,0.7081,1.0000,* gam Oph
136.0386661725,-47.0977374306,-47.4500000000,-9.7500000000,3.75,1.0000,0.7992,0.6045,* c Vel
292.4264946683,51.7297793972,20.5900000000,128.3300000000,3.755,0.7260,0.7762,1.0000,* iot Cyg
126.4341446692,-66.1368902650,-35.7400000000,-152.2200000000,3.759,1.0000,0.7992,0.6045,* bet Vol
289.2757027150,53.3684592708,60.0700000000,122.8300000000,3.76,0.8000,0.8000,0.8000,* kap Cyg
65.7337298316,17.5425138340,106.2120000000,-27.6920000000,3.76,0.8000,0.8000,0.8000,* del Tau
245.4800600208,19.1531282758,-47.3900000000,43.8100000000,3.76,0.8520,0.8621,1.0000,* gam Her
83.4063165541,-62.4898267938,-0.6110000000,12.9500000000,3.76,1.0000,0.9276,0.9168,* bet Dor
337.8229221208,50.2824911667,137.5100000000,17.0100000000,3.77,0.6324,0.7081,1.0000,* alf Lac
331.7527729591,25.3450989962,295.4760000000,27.4420000000,3.77,0.9937,0.9526,1.0000,* iot Peg
286.1707585001,-21.7414959587,77.4450000000,-58.4600000000,3.77,0.8000,0.8000,0.8000,* omi Sgr
311.9189691788,-9.4957743644,33.9800000000,-34.7700000000,3.77,0.5750,0.6642,1.0000,* eps Aqr
220.2872982500,13.7283046389,51.9500000000,-11.0800000000,3.78,0.6324,0.7081,1.0000,* zet Boo
42.6742066267,55.8954965489,16.2300000000,-13.5400000000,3.79,1.0000,0.7872,0.5797,* eta Per
84.6865224286,-2.6000786611,4.6000000000,-0.4000000000,3.79,0.8000,0.8000,0.8000,* sig Ori
106.0272116263,20.5702982975,-7.2900000000,-0.4100000000,3.79,0.8000,0.8000,0.8000,* zet Gem
111.4316471500,27.7980813469,-122.6600000000,-84.0300000000,3.79,0.8000,0.8000,0.8000,* iot Gem
343.1536418522,-7.5795969237,14.9640000000,32.7420000000,3.79,1.0000,0.6480,0.3346,* lam Aqr
169.5455495000,31.5292889000,-453.7000000000,-591.4000000000,3.79,1.0000,0.9276,0.9168,* ksi UMa
163.3735671313,-58.8531703698,78.1690000000,38.8000000000,3.79,1.0000,0.8330,0.6787,* u Car
221.9654667696,-79.0447509014,-4.5800000000,-15.8800000000,3.798,1.0000,0.7872,0.5797,* alf Aps
56.2984668088,42.5785508022,-14.4500000000,2.5300000000,3.8,0.8000,0.8000,0.8000,* nu. Per
264.8661920254,46.0063333639,-7.4800000000,4.5300000000,3.8,0.5013,0.6047,1.0000,* iot Her
298.1181989492,1.0056582275,6.9100000000,-8.2100000000,3.8,0.8000,0.8000,0.8000,* eta Aql
309.9095300038,15.9120732600,53.8200000000,8.4700000000,3.8,0.5750,0.6642,1.0000,* alf Del
283.5679166667,36.8988888889,1.1100000000,-3.0100000000,3.8,0.8000,0.8000,0.8000,NAME del Lyr Cluster
133.7617842538,-60.6446110589,-28.1800000000,41.4800000000,3.8,0.5496,0.6441,1.0000,* c Car
303.4079509877,46.7413226717,1.7440000000,3.3900000000,3.8,1.0000,0.7872,0.5797,* 31 Cyg
209.5677783358,-42.1007539753,-22.7700000000,-20.1300000000,3.802,0.4799,0.5868,1.0000,* phi Cen
47.3741818335,44.8574582857,165.6910000000,-138.5590000000,3.81,0.8000,0.8000,0.8000,* kap Per
147.7473252345,59.0387336232,-294.4410000000,-151.6630000000,3.81,0.8668,0.8718,1.0000,* ups UMa
156.5226095833,-16.8362896944,-129.1700000000,-79.7600000000,3.81,1.0000,0.7750,0.5548,* mu. Hya
130.1565423796,-46.6487436103,-6.0500000000,4.6600000000,3.81,0.8668,0.8718,1.0000,* b Vel
156.9697031883,-58.7394029644,-14.4700000000,2.3600000000,3.81,0.8986,0.8925,1.0000,* s Car
354.3910115837,46.4581513114,159.6060000000,-421.8220000000,3.82,1.0000,0.8541,0.7277,* lam And
68.8876597308,-30.5623415919,-49.2700000000,-12.7200000000,3.82,1.0000,0.8541,0.7277,* ups02 Eri
108.7027244433,-26.7726693650,-11.8800000000,6.8700000000,3.82,0.4799,0.5868,1.0000,* ome CMa
296.8469399888,18.5343135712,7.2770000000,0.3180000000,3.82,1.0000,0.6480,0.3346,* del Sge
271.8856280275,28.7624910675,-0.0200000000,8.5500000000,3.827,0.5750,0.6642,1.0000,* omi Her
56.0797168333,32.2882480278,8.1800000000,-10.4300000000,3.83,0.4701,0.5784,1.0000,* omi Per
163.3279369729,34.2148715256,92.0200000000,-285.8200000000,3.83,1.0000,0.8330,0.6787,* 46 LMi
278.8017798216,-8.2440705110,-18.0060000000,-313.9890000000,3.83,1.0000,0.7872,0.5797,* alf Sct
167.1474583325,-58.9750377058,-4.9700000000,1.6700000000,3.83,1.0000,0.8740,0.7760,* x Car
56.0499226753,-64.8069141321,311.5340000000,83.5570000000,3.833,1.0000,0.7992,0.6045,* bet Ret
335.4140482005,-1.3873491941,134.2230000000,11.2190000000,3.834,0.6109,0.6919,1.0000,* gam Aqr
243.8594574338,-63.6856803328,2.7300000000,-12.9200000000,3.839,1.0000,0.8929,0.8238,* del TrA
67.1437334754,15.9621803978,104.9700000000,-15.1400000000,3.84,0.8000,0.8000,0.8000,* tet01 Tau
239.1132612283,15.6616168056,310.9300000000,-1282.1900000000,3.84,0.8000,0.8000,0.8000,* gam Ser
275.9245404425,21.7697526692,195.9710000000,-243.2340000000,3.84,1.0000,0.7992,0.6045,* 109 Her
159.3255831250,-48.2256208056,-133.4100000000,-1.8200000000,3.84,0.6703,0.7362,1.0000,* p Vel
172.8509198017,69.3310748933,-40.9700000000,-19.1900000000,3.85,1.0000,0.6789,0.3823,* lam Dra
48.0188639875,-28.9876204678,370.8700000000,611.3300000000,3.85,0.8000,0.8000,0.8000,* alf For
